prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,telefon,COASTAL,new_list,kod,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,region,strat_interval,month,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,AREA_NC,MODE2001,MONITOR,TOURN,TURTLE,AGE,GENDER,ART_REEF,REEFCODE,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,fl_reg
RED DRUM,SPOTTED SEATROUT,2015021267wdS:8AM-8PM,2015112671563620150204,2015,6,12,85,12,85,333,8,7,3,5,2.5,,100,20,1,0,0,0,0,1,8,1563620150204001,6,1,2,,,,,Y,,wd,1563620150204,,1563620150204001,,,,6,S:8AM-8PM,02,MARTIN,1053,169239,169290,8,1,1,8,1,8,20MAR201511:02,8,8835440102,8835440901,,,,,,,,,,,,6334.3877719,2015021267wdS:8AM-8PM,,0,1563620150204001,8
SPOTTED SEATROUT,RED DRUM,2015021267wdS:8AM-8PM,2015112671563620150204,2015,6,12,85,12,85,3358,8,7,3,5,4.5,0,150,25,1,2,0,0,0,1,8,1563620150204002,6,1,2,,,,,Y,,wd,1563620150204,,1563620150204002,1,,,6,S:8AM-8PM,02,MARTIN,1225,169290,169239,8,1,1,8,2,8,20MAR201511:02,8,8835440901,8835440102,,,,,,,,,,,,1373.3669865,2015021267wdS:8AM-8PM,,0,1563620150204002,8
,,2015021267wdS:8AM-8PM,2015112671563620150204,2015,6,12,85,12,85,3358,8,7,3,5,4,0,100,20,1,3,0,0,0,1,8,1563620150204003,6,1,2,,,,,Y,,wd,1563620150204,,1563620150204003,1,,,6,S:8AM-8PM,02,MARTIN,1237,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,1373.3669865,2015021267wdS:8AM-8PM,,0,1563620150204003,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,5,5,3,0,150,10,1,3,0,0,0,2,1,1563620150208001,6,1,2,,,,,Y,,we,1563620150208,,1563620150208001,1,,,6,S:8AM-8PM,02,MARTIN,945,167648,,8,1,1,8,1,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,573.04656771,2015021267weS:8AM-8PM,,0,1563620150208001,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,3,5,3.5,0,60,20,1,2,0,0,0,2,1,1563620150208002,6,1,2,,,,,Y,,we,1563620150208,,1563620150208002,1,,,6,S:8AM-8PM,02,MARTIN,1055,167648,,8,1,1,8,1,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,458.26647205,2015021267weS:8AM-8PM,,0,1563620150208002,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,3,5,3.5,0,15,5,1,2,0,0,1,2,2,1563620150208003,6,1,2,,,,,Y,,we,1563620150208,,1563620150208002,1,,,6,S:8AM-8PM,02,MARTIN,1056,167648,,8,1,1,8,2,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,458.26647205,2015021267weS:8AM-8PM,,0,1563620150208003,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,5,5,2.5,0,24,0,1,2,0,0,0,2,1,1563620150208004,6,1,2,,,,,Y,,we,1563620150208,,1563620150208004,1,,,6,S:8AM-8PM,02,MARTIN,1115,167648,,8,1,1,8,1,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,413.11541741,2015021267weS:8AM-8PM,,0,1563620150208004,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,5,5,2.5,0,24,0,1,1,0,0,1,2,2,1563620150208005,6,1,2,,,,,Y,,we,1563620150208,,1563620150208004,1,,,6,S:8AM-8PM,02,MARTIN,1118,167648,,8,1,1,8,2,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,413.11541741,2015021267weS:8AM-8PM,,0,1563620150208005,8
,COMMON SNOOK,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,111,12,85,314,8,7,5,5,4,0,50,15,1,2,0,0,0,1,8,1563620150208008,6,1,2,,,,,Y,,we,1563620150208,,1563620150208008,1,0,6,6,S:8AM-8PM,02,ST LUCIE,1213,167648,,8,1,1,8,2,8,20MAR201511:02,8,8835010105,,,,,,,,,,,,,413.11541741,2015021267weS:8AM-8PM,,0,1563620150208008,8
COMMON SNOOK,FLORIDA POMPANO,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,3,5,4.5,0,60,6,1,1,1,0,0,2,1,1563620150208015,6,1,1,,,,,Y,,we,1563620150208,,1563620150208015,1,1,0,6,S:8AM-8PM,02,MARTIN,1258,168708,167648,8,1,1,8,1,1,20MAR201511:02,8,8835280901,8835010105,,,,,,,,,,,,413.11541741,2015021267weS:8AM-8PM,,0,1563620150208015,8
COMMON SNOOK,FLORIDA POMPANO,2015021267weS:8AM-8PM,2015112671563620150208,2015,6,12,85,12,85,314,8,7,3,5,4.5,,60,6,1,0,0,0,1,2,2,1563620150208016,6,1,2,,,,,Y,,we,1563620150208,,1563620150208015,,,,6,S:8AM-8PM,02,MARTIN,1259,168708,167648,8,1,1,8,2,8,20MAR201511:02,8,8835280901,8835010105,,,,,,,,,,,,413.11541741,2015021267weS:8AM-8PM,,0,1563620150208016,8
RED DRUM,SPOTTED SEATROUT,2015021267weS:8AM-8PM,2015112671563620150216,2015,5,34,9,12,111,1936,8,7,3,5,2,0,48,32,2,3,6,0,0,2,1,1563620150216001,6,1,1,,,,,O,,we,1563620150216,,1563620150216001,1,1,0,6,S:8AM-8PM,02,CAPE MAY,1131,169239,169290,8,1,1,2,1,2,20MAR201511:02,8,8835440102,8835440901,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216001,8
RED DRUM,SPOTTED SEATROUT,2015021267weS:8AM-8PM,2015112671563620150216,2015,5,34,9,12,111,1936,8,7,3,5,3,0,120,30,0,2,0,1,1,2,2,1563620150216002,6,1,3,,,,,O,,we,1563620150216,,1563620150216001,1,,,6,S:8AM-8PM,02,CAPE MAY,1132,169239,169290,8,1,1,8,2,8,20MAR201511:02,8,8835440102,8835440901,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216001,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,5,5,3.5,0,50,8,2,2,5,0,0,2,1,1563620150216007,6,1,1,,,,,Y,,we,1563620150216,,1563620150216007,1,1,0,6,S:8AM-8PM,02,ST LUCIE,1230,,,8,1,1,2,1,2,20MAR201511:02,8,,,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216007,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,5,5,3.5,0,50,8,0,1,0,1,1,2,2,1563620150216008,6,1,3,,,,,Y,,we,1563620150216,,1563620150216007,1,,,6,S:8AM-8PM,02,ST LUCIE,1231,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216007,8
,FLORIDA POMPANO,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,61,12,111,1936,8,7,5,5,3,0,60,8,1,3,1,0,0,1,8,1563620150216009,6,1,1,,,,,Y,,we,1563620150216,,1563620150216009,1,1,0,6,S:8AM-8PM,02,INDIAN RIVER,1235,168708,,8,1,1,8,1,1,20MAR201511:02,8,8835280901,,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216009,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,18,61,12,111,1936,8,7,5,5,3,0,25,15,1,3,0,0,0,2,1,1563620150216014,6,1,2,,,,,O,,we,1563620150216,,1563620150216014,1,,,6,S:8AM-8PM,02,,1321,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216014,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,18,61,12,111,1936,8,7,5,5,3,0,25,15,1,3,0,0,1,2,2,1563620150216015,6,1,2,,,,,O,,we,1563620150216,,1563620150216014,1,,,6,S:8AM-8PM,02,,1322,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,450.69017655,2015021267weS:8AM-8PM,,0,1563620150216015,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,37,87,12,111,1936,8,7,3,5,5,0,0,0,1,4,1,0,0,3,1,1563620150216016,6,1,1,,,,,O,,we,1563620150216,,1563620150216016,1,,,6,S:8AM-8PM,02,,1401,,,8,1,1,8,1,1,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216016,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,3,5,5,0,0,0,1,3,0,0,1,3,2,1563620150216017,6,1,2,,,,,Y,,we,1563620150216,,1563620150216016,1,,,6,S:8AM-8PM,02,ST LUCIE,1402,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216017,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,3,5,5,0,30,5,1,3,0,0,1,3,2,1563620150216018,6,1,2,,,,,Y,,we,1563620150216,,1563620150216016,1,,,6,S:8AM-8PM,02,ST LUCIE,1403,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216018,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,5,5,6,0,3,0,1,1,0,0,0,2,1,1563620150216019,6,1,2,,,,,Y,,we,1563620150216,,1563620150216019,1,,,6,S:8AM-8PM,02,ST LUCIE,1522,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216019,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,5,5,6,,3,0,1,0,0,0,1,2,2,1563620150216020,6,1,2,,,,,Y,,we,1563620150216,,1563620150216019,,,,6,S:8AM-8PM,02,ST LUCIE,1523,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216020,8
,SHEEPSHEAD,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,3,5,6,0,50,30,4,3,52,0,0,4,1,1563620150216021,6,1,1,,,,,Y,,we,1563620150216,,1563620150216021,1,5,0,6,S:8AM-8PM,02,ST LUCIE,1554,169189,,8,1,1,2,2,2,20MAR201511:02,8,8835430301,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216021,8
,SHEEPSHEAD,2015021267weS:8AM-8PM,2015112671563620150216,2015,6,12,111,12,111,1936,8,7,3,5,6,0,6,3,0,3,0,1,1,4,2,1563620150216022,6,1,3,,,,,Y,,we,1563620150216,,1563620150216021,1,,,6,S:8AM-8PM,02,ST LUCIE,1555,169189,,8,1,1,8,2,8,20MAR201511:02,8,8835430301,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216021,8
,SHEEPSHEAD,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,99,998,12,111,1936,8,7,3,5,6,0,50,30,0,2,0,1,1,4,2,1563620150216023,6,1,3,,,,,O,,we,1563620150216,,1563620150216021,1,,,6,S:8AM-8PM,02,,1556,169189,,8,1,8,8,1,8,20MAR201511:02,8,8835430301,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216021,8
,SHEEPSHEAD,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,31,55,12,111,1936,8,7,3,5,6,0,1,1,0,1,0,1,1,4,2,1563620150216024,6,1,3,,,,,O,,we,1563620150216,,1563620150216021,1,,,6,S:8AM-8PM,02,,1557,169189,,8,1,1,8,2,8,20MAR201511:02,8,8835430301,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216021,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,4,25,9,12,111,1936,8,7,5,5,6,0,0,0,3,3,5,0,0,3,1,1563620150216025,6,1,1,,,,,O,,we,1563620150216,,1563620150216025,1,5,0,6,S:8AM-8PM,02,ESSEX,1638,,,8,1,1,2,2,2,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216025,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,4,33,15,12,111,1936,8,7,5,5,6,0,50,15,0,1,0,1,1,3,2,1563620150216026,6,1,3,,,,,O,,we,1563620150216,,1563620150216025,1,,,6,S:8AM-8PM,02,ROCKINGHAM,1639,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216025,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,99,998,12,111,1936,8,7,5,5,6,,6,2,0,0,0,1,1,3,2,1563620150216027,6,1,3,,,,,O,,we,1563620150216,,1563620150216025,,,,6,S:8AM-8PM,02,,1640,,,8,1,8,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216025,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,99,998,12,111,1936,8,7,5,5,2,0,4,4,2,1,3,0,0,2,1,1563620150216028,6,1,1,,,,,O,,we,1563620150216,,1563620150216028,1,5,0,6,S:8AM-8PM,02,,1656,,,8,1,8,2,2,2,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216028,8
,,2015021267weS:8AM-8PM,2015112671563620150216,2015,0,99,998,12,111,1936,8,7,5,5,2,0,4,4,0,1,0,1,1,2,2,1563620150216029,6,1,3,,,,,O,,we,1563620150216,,1563620150216028,1,,,6,S:8AM-8PM,02,,1657,,,8,1,8,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,706.28151312,2015021267weS:8AM-8PM,,0,1563620150216028,8
,SNAPPER FAMILY,2015021267weS:8AM-8PM,2015112671563620150228,2015,6,12,85,12,111,1936,8,7,3,5,2,0,4,2,1,2,0,0,0,3,1,1563620150228001,6,1,2,,,,,Y,,we,1563620150228,,1563620150228001,1,,,6,S:8AM-8PM,02,MARTIN,1410,168845,,8,1,1,8,1,8,20MAR201511:02,8,8835360000,,,,,,,,,,,,,668.36529458,2015021267weS:8AM-8PM,,0,1563620150228001,8
,SNAPPER FAMILY,2015021267weS:8AM-8PM,2015112671563620150228,2015,5,51,810,12,111,1936,8,7,3,5,2,0,0,0,1,2,0,0,1,3,2,1563620150228002,6,1,2,,,,,O,,we,1563620150228,,1563620150228001,1,,,6,S:8AM-8PM,02,VIRGINIA BEACH CITY,1411,168845,,8,1,1,8,2,8,20MAR201511:02,8,8835360000,,,,,,,,,,,,,668.36529458,2015021267weS:8AM-8PM,,0,1563620150228002,8
,SNAPPER FAMILY,2015021267weS:8AM-8PM,2015112671563620150228,2015,6,12,111,12,111,1936,8,7,3,5,2,0,12,2,1,1,0,0,1,3,2,1563620150228003,6,1,2,,,,,Y,,we,1563620150228,,1563620150228001,1,,,6,S:8AM-8PM,02,ST LUCIE,1412,168845,,8,1,1,8,2,8,20MAR201511:02,8,8835360000,,,,,,,,,,,,,668.36529458,2015021267weS:8AM-8PM,,0,1563620150228003,8
,GRAY SNAPPER,2015021267weS:8AM-8PM,2015112671563620150228,2015,6,12,11,12,111,1936,8,7,5,5,5.5,0,40,4,2,3,7,0,0,2,1,1563620150228004,6,1,1,,,,,Y,,we,1563620150228,,1563620150228004,1,3,0,6,S:8AM-8PM,02,BROWARD,1530,168848,,8,1,1,2,1,2,20MAR201511:02,8,8835360102,,,,,,,,,,,,,668.36529458,2015021267weS:8AM-8PM,,0,1563620150228004,8
,GRAY SNAPPER,2015021267weS:8AM-8PM,2015112671563620150228,2015,6,12,11,12,111,1936,8,7,5,5,5.5,0,20,3,0,3,0,1,1,2,2,1563620150228005,6,1,3,,,,,Y,,we,1563620150228,,1563620150228004,1,,,6,S:8AM-8PM,02,BROWARD,1531,168848,,8,1,1,8,2,8,20MAR201511:02,8,8835360102,,,,,,,,,,,,,668.36529458,2015021267weS:8AM-8PM,,0,1563620150228004,8
,RED DRUM,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,273,8,7,3,5,5,0,20,1,1,2,0,0,0,2,1,1565220150102001,6,1,2,,,,,Y,,we,1565220150102,,1565220150102001,1,,,7,S:8AM-8PM,01,VOLUSIA,1413,169290,,8,1,1,8,1,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102001,8
,RED DRUM,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,273,8,7,3,5,5,0,20,1,1,3,0,0,1,2,2,1565220150102002,6,1,2,,,,,Y,,we,1565220150102,,1565220150102001,1,,,7,S:8AM-8PM,01,VOLUSIA,1414,169290,,8,1,1,8,2,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102002,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,0,47,11,12,127,273,8,7,3,5,5.5,0,90,10,3,1,12,0,0,3,1,1565220150102003,6,1,1,,,,,O,,we,1565220150102,,1565220150102003,1,12,0,7,S:8AM-8PM,01,,1458,169189,,8,1,1,2,1,2,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102003,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,5,42,125,12,127,273,8,7,3,5,5.5,0,250,25,0,1,0,1,1,3,2,1565220150102004,6,1,3,,,,,O,,we,1565220150102,,1565220150102003,1,,,7,S:8AM-8PM,01,,1459,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102003,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,5,36,17,12,127,273,8,7,3,5,5.5,0,80,25,0,1,0,1,1,3,2,1565220150102005,6,1,3,,,,,O,,we,1565220150102,,1565220150102003,1,,,7,S:8AM-8PM,01,,1500,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102003,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,273,8,7,3,5,5,0,20,6,2,1,19,0,0,2,1,1565220150102010,6,1,1,,,,,Y,,we,1565220150102,,1565220150102010,1,19,0,7,S:8AM-8PM,01,VOLUSIA,1627,169189,,8,1,1,2,1,2,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102010,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,273,8,7,3,5,5,0,20,6,0,1,0,1,1,2,2,1565220150102011,6,1,3,,,,,Y,,we,1565220150102,,1565220150102010,1,,,7,S:8AM-8PM,01,VOLUSIA,1628,169189,,8,1,1,8,2,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102010,8
,SPOTTED SEATROUT,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,273,8,7,3,5,2,0,150,25,1,4,0,0,0,1,8,1565220150102012,6,1,2,,,,,Y,,we,1565220150102,,1565220150102012,1,,,7,S:8AM-8PM,01,VOLUSIA,1629,169239,,8,1,1,8,1,8,19FEB201516:56,8,8835440102,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102012,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,95,12,127,273,8,7,3,5,3,0,24,8,1,4,0,0,0,1,8,1565220150102013,6,1,2,,,,,Y,,we,1565220150102,,1565220150102013,1,,,7,S:8AM-8PM,01,ORANGE,1634,169189,,8,1,1,8,2,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102013,8
,,2015011277weS:8AM-8PM,2015112771565220150102,2015,5,36,57,12,127,273,8,7,3,5,6,0,1,1,1,2,0,0,0,2,1,1565220150102014,6,1,2,,,,,O,,we,1565220150102,,1565220150102014,1,0,2,7,S:8AM-8PM,01,,1702,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102014,8
,,2015011277weS:8AM-8PM,2015112771565220150102,2015,5,36,57,12,127,273,8,7,3,5,6,0,1,1,1,2,0,0,1,2,2,1565220150102015,6,1,2,,,,,O,,we,1565220150102,,1565220150102014,1,0,2,7,S:8AM-8PM,01,,1703,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,2005.1845377,2015011277weS:8AM-8PM,,0,1565220150102015,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,3542,8,7,3,5,7.5,0,50,15,1,3,0,0,0,2,1,1565220150102016,6,1,2,,,,,Y,,we,1565220150102,,1565220150102016,1,0,9,7,S:8AM-8PM,01,VOLUSIA,1738,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,3004.035419,2015011277weS:8AM-8PM,,0,1565220150102016,8
,SHEEPSHEAD,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,3542,8,7,3,5,7.5,0,50,15,1,2,0,0,1,2,2,1565220150102017,6,1,2,,,,,Y,,we,1565220150102,,1565220150102016,1,0,9,7,S:8AM-8PM,01,VOLUSIA,1739,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,3004.035419,2015011277weS:8AM-8PM,,0,1565220150102017,8
,,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,3542,8,7,3,5,8,0,12,2,1,6,0,0,0,2,1,1565220150102018,6,1,2,,,,,Y,,we,1565220150102,,1565220150102018,1,,,7,S:8AM-8PM,01,VOLUSIA,1751,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,3004.035419,2015011277weS:8AM-8PM,,0,1565220150102018,8
,,2015011277weS:8AM-8PM,2015112771565220150102,2015,6,12,127,12,127,3542,8,7,3,5,8,0,12,2,1,4,0,0,1,2,2,1565220150102019,6,1,2,,,,,Y,,we,1565220150102,,1565220150102018,1,,,7,S:8AM-8PM,01,VOLUSIA,1752,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,3004.035419,2015011277weS:8AM-8PM,,0,1565220150102019,8
,,2015011267weS:8AM-8PM,2015112671565220150103,2015,6,12,9,12,9,4121,8,7,5,5,3,0,100,15,1,2,0,0,0,2,1,1565220150103011,6,1,2,,,,,Y,,we,1565220150103,,1565220150103011,1,,,6,S:8AM-8PM,01,BREVARD,1202,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,455.37783698,2015011267weS:8AM-8PM,,0,1565220150103011,8
,,2015011267weS:8AM-8PM,2015112671565220150103,2015,6,12,9,12,9,4121,8,7,5,5,3,0,100,15,1,2,0,0,1,2,2,1565220150103012,6,1,2,,,,,Y,,we,1565220150103,,1565220150103011,1,,,6,S:8AM-8PM,01,BREVARD,1203,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,455.37783698,2015011267weS:8AM-8PM,,0,1565220150103012,8
,,2015011267weS:8AM-8PM,2015112671565220150103,2015,0,55,129,12,9,4121,8,7,5,5,3,0,15,15,1,2,1,0,0,2,1,1565220150103027,6,1,1,,,,,O,,we,1565220150103,,1565220150103027,1,,,6,S:8AM-8PM,01,,1343,,,8,1,1,8,1,1,19FEB201516:56,8,,,,,,,,,,,,,,455.37783698,2015011267weS:8AM-8PM,,0,1565220150103027,8
,,2015011267weS:8AM-8PM,2015112671565220150103,2015,0,55,129,12,9,4121,8,7,5,5,3,0,15,15,1,1,0,0,1,2,2,1565220150103028,6,1,2,,,,,O,,we,1565220150103,,1565220150103027,1,,,6,S:8AM-8PM,01,,1344,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,455.37783698,2015011267weS:8AM-8PM,,0,1565220150103028,8
,RED DRUM,2015011277wdS:8AM-8PM,2015112771565220150105,2015,6,12,11,12,127,522,8,7,5,5,3,0,60,10,1,1,0,0,0,1,8,1565220150105001,6,1,2,,,,,Y,,wd,1565220150105,,1565220150105001,1,,,7,S:8AM-8PM,01,BROWARD,1434,169290,,8,1,1,8,1,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,536.86245954,2015011277wdS:8AM-8PM,,0,1565220150105001,8
,RED DRUM,2015011277wdS:8AM-8PM,2015112771565220150105,2015,6,12,11,12,127,522,8,7,5,5,3,0,60,10,1,2,0,0,0,1,8,1565220150105002,6,1,2,,,,,Y,,wd,1565220150105,,1565220150105002,1,,,7,S:8AM-8PM,01,BROWARD,1435,169290,,8,1,1,8,2,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,536.86245954,2015011277wdS:8AM-8PM,,0,1565220150105002,8
,RED DRUM,2015011277wdS:8AM-8PM,2015112771565220150105,2015,6,12,11,12,127,522,8,7,5,5,3,0,60,10,1,1,0,0,0,1,8,1565220150105003,6,1,2,,,,,Y,,wd,1565220150105,,1565220150105003,1,,,7,S:8AM-8PM,01,BROWARD,1436,169290,,8,1,1,8,2,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,536.86245954,2015011277wdS:8AM-8PM,,0,1565220150105003,8
,RED DRUM,2015011277wdS:8AM-8PM,2015112771565220150105,2015,6,12,127,12,127,522,8,7,5,5,10,0,150,25,1,3,0,0,0,1,8,1565220150105004,6,1,2,,,,,Y,,wd,1565220150105,,1565220150105004,1,,,7,S:8AM-8PM,01,VOLUSIA,1613,169290,,8,1,1,8,1,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,536.86245954,2015011277wdS:8AM-8PM,,0,1565220150105004,8
,,2015011277wdS:8AM-8PM,2015112771565220150105,2015,6,37,193,12,127,522,8,7,5,5,6.5,0,6,6,1,4,0,0,0,1,8,1565220150105005,6,1,2,,,,,O,,wd,1565220150105,,1565220150105005,1,,,7,S:8AM-8PM,01,,1653,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,536.86245954,2015011277wdS:8AM-8PM,,0,1565220150105005,8
