prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,DATE,TURTLE,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,WINTER FLOUNDER,199165368711wd,123031991111810337,,1,1,,2,1,103,103,Y,5,20,2,3,1230319911118013,37,8,7,0,0,0,1,,2,5,36,36,5,1,6,1991,1230319911118,11,wd,,,1230319911118012,,,,8,9,,Suffolk,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1520,11954,911118,3,2,36,982.25817852,199165368711wd,,0,1230319911118013
BLUEFISH,WINTER FLOUNDER,199165368711wd,115451991110659235,0,1,1,,2,1,59,59,Y,12,25,1,8,1154519911106001,235,8,7,3,0,0,0,,2,5,36,36,5,1,6,1991,1154519911106,11,wd,,,1154519911106001,1,0,4,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8857042001,8835250101,1,1,8,1554,11756,911106,3,2,24,309.01061029,199165368711wd,,0,1154519911106001
,WINTER FLOUNDER,199165368712we,1153919911208103424,,1,1,,2,1,103,103,Y,15,70,8,3,1153919911208007,424,8,7,0,0,0,0,,1,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208007,,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8857042001,,1,1,8,1715,11954,911208,3,2,30,236.04167079,199165368712we,,0,1153919911208007
,WINTER FLOUNDER,199165368712we,1153919911208103424,0,1,1,,1,1,103,103,Y,10,40,8,4,1153919911208006,424,8,7,1,4,0,0,,1,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208006,1,4,0,8,1,,Suffolk,14OCT92:18:06,1,1,1,,,,8857042001,,1,1,8,1630,11937,911208,3,2,76,236.04167079,199165368712we,,0,1153919911208006
,WINTER FLOUNDER,199165368712we,1153919911208103424,,1,1,,2,1,103,103,Y,20,100,2,4,1153919911208005,424,8,7,0,0,0,1,,2,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208004,,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8857042001,,1,1,8,1600,11937,911208,3,2,79,236.04167079,199165368712we,,0,1153919911208005
,STRIPED BASS,199165368711wd,123031991111810337,0,1,1,,1,1,103,103,Y,30,45,1,1,1230319911118010,37,8,7,1,1,0,0,,2,5,36,36,5,1,6,1991,1230319911118,11,wd,,,1230319911118010,1,1,0,8,1,,Suffolk,14OCT92:18:07,1,1,1,,,,8835020102,,1,1,8,1430,11963,911118,3,2,53,982.25817852,199165368711wd,,0,1230319911118010
,BLUEFISH,199165368711wd,123051991110110385,,1,1,,2,1,103,103,Y,11,45,1,2,1230519911101001,85,8,7,0,0,0,0,,3,5,36,36,5,1,6,1991,1230519911101,11,wd,,,1230519911101001,,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835250101,,1,1,8,1550,11937,911101,3,2,50,982.25817852,199165368711wd,,0,1230519911101001
,WINTER FLOUNDER,199165368712we,1153919911208103424,0,1,1,,2,1,103,103,Y,20,100,1,4,1153919911208004,424,8,7,2,0,0,0,,2,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208004,1,0,3,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8857042001,,1,1,8,1545,11937,911208,3,2,64,236.04167079,199165368712we,,0,1153919911208004
,STRIPED BASS,199165368712we,1153919911208103424,0,1,1,,2,1,103,103,Y,20,100,2,4,1153919911208003,424,8,7,1,0,0,1,,3,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208001,1,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1500,11937,911208,3,2,45,236.04167079,199165368712we,,0,1153919911208003
,STRIPED BASS,199165368712we,1153919911208103424,0,1,1,,2,1,103,103,Y,20,100,2,4,1153919911208002,424,8,7,1,0,0,1,,3,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208001,1,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1445,11937,911208,3,2,43,236.04167079,199165368712we,,0,1153919911208002
,WINTER FLOUNDER,199165368711wd,1230519911107103424,0,1,1,,2,1,103,103,Y,20,60,1,4,1230519911107001,424,8,7,2,0,0,0,,2,5,36,36,5,1,6,1991,1230519911107,11,wd,,,1230519911107001,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1530,11737,911107,3,2,72,309.01061029,199165368711wd,,0,1230519911107001
,STRIPED BASS,199165368712we,1153919911208103424,0,1,1,,2,1,103,103,Y,15,85,1,4,1153919911208001,424,8,7,1,0,0,0,,3,5,36,36,5,1,6,1991,1153919911208,12,we,,,1153919911208001,1,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1430,11937,911208,3,2,46,236.04167079,199165368712we,,0,1153919911208001
,STRIPED BASS,199165368712we,123031991120710386,,1,1,,3,0,103,119,Y,15,50,2,4,1230319911207004,86,8,7,0,0,1,1,,2,5,36,36,5,1,6,1991,1230319911207,12,we,,,1230319911207003,,,,8,9,,Westchester,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1320,10532,911207,3,2,48,750.31035791,199165368712we,,0,1230319911207003
,STRIPED BASS,199165368711wd,115021991111559235,,1,1,,2,1,59,59,Y,19,49,2,4,1150219911115004,235,8,7,0,0,0,1,,2,5,36,36,5,1,6,1991,1150219911115,11,wd,,,1150219911115003,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1153,11710,911115,3,2,37,309.01061029,199165368711wd,,0,1150219911115004
,WINTER FLOUNDER,199165368711wd,1230519911107103424,0,1,1,,2,1,103,103,Y,20,60,2,4,1230519911107002,424,8,7,2,0,0,1,,2,5,36,36,5,1,6,1991,1230519911107,11,wd,,,1230519911107001,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1535,11937,911107,3,2,63,309.01061029,199165368711wd,,0,1230519911107002
,STRIPED BASS,199165368711wd,115021991111559235,0,1,1,,1,1,59,59,Y,3,15,1,4,1150219911115003,235,8,7,0,1,0,0,,2,5,36,36,5,1,6,1991,1150219911115,11,wd,,,1150219911115003,1,1,0,8,1,,Nassau,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1148,11706,911115,3,2,42,309.01061029,199165368711wd,,0,1150219911115003
BLUEFISH,STRIPED BASS,199165368711wd,115021991111359235,,1,1,,2,1,59,59,Y,19,39,8,3,1150219911113001,235,8,7,0,0,0,0,,1,5,36,36,5,1,6,1991,1150219911113,11,wd,,,1150219911113001,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,8835250101,1,1,8,1303,11758,911113,3,2,50,309.01061029,199165368711wd,,0,1150219911113001
,STRIPED BASS,199165368711wd,1230519911113103133,0,1,1,,2,1,103,47,Y,6,24,2,6,1230519911113002,133,8,7,4,0,0,1,,3,5,36,36,5,1,6,1991,1230519911113,11,wd,,,1230519911113001,1,,,8,1,,Kings,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1445,11224,911113,3,2,37,309.01061029,199165368711wd,,0,1230519911113002
,STRIPED BASS,199165368711wd,11502199111075999,0,1,1,,2,1,59,59,Y,39,59,2,5,1150219911107011,99,8,7,1,0,0,1,,3,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107009,1,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1614,11710,911107,3,2,28,309.01061029,199165368711wd,,0,1150219911107011
,STRIPED BASS,199165368711wd,1230519911113103133,0,1,1,,1,1,103,61,Y,18,62,2,6,1230519911113003,133,8,7,3,2,0,1,,3,5,36,36,5,1,6,1991,1230519911113,11,wd,,,1230519911113001,1,0,6,8,1,,New York,14OCT92:18:07,1,1,1,,,,8835020102,,1,1,8,1450,10021,911113,3,2,40,309.01061029,199165368711wd,,0,1230519911113003
,STRIPED BASS,199165368711wd,11502199111075999,0,1,1,,2,1,59,59,Y,29,59,2,5,1150219911107010,99,8,7,1,0,0,1,,3,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107009,1,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1610,11710,911107,3,2,30,309.01061029,199165368711wd,,0,1150219911107010
,STRIPED BASS,199165368711wd,11502199111075999,0,1,1,,2,1,59,103,Y,29,59,1,5,1150219911107009,99,8,7,1,0,0,0,,3,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107009,1,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1606,11701,911107,3,2,27,309.01061029,199165368711wd,,0,1150219911107009
,BLUEFISH,199165368711wd,11502199111075999,,1,1,,3,0,59,59,Y,5,11,2,4.5,1150219911107008,99,8,7,0,0,1,1,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107007,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835250101,,1,1,8,1503,11735,911107,3,2,37,309.01061029,199165368711wd,,0,1150219911107007
,WINTER FLOUNDER,199165368711we,1230519911117103133,0,1,1,,2,1,103,103,Y,40,120,8,3,1230519911117001,133,8,7,1,0,0,0,,1,5,36,36,5,1,6,1991,1230519911117,11,we,,,1230519911117001,1,0,6,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1540,11954,911117,3,2,58,236.04167079,199165368711we,,0,1230519911117001
,BLUEFISH,199165368711wd,11502199111075999,0,1,1,,1,2,59,59,Y,5,11,1,4.5,1150219911107007,99,8,7,0,3,0,0,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107007,1,3,0,8,1,,Nassau,14OCT92:18:06,1,2,1,,,,8835250101,,1,1,2,1456,11735,911107,3,2,40,309.01061029,199165368711wd,,0,1150219911107007
,STRIPED BASS,199165368711wd,1230519911107103133,0,1,1,,2,1,103,103,Y,20,80,1,4,1230519911107004,133,8,7,2,0,0,0,,2,5,36,36,5,1,6,1991,1230519911107,11,wd,,,1230519911107004,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1645,11954,911107,3,2,34,309.01061029,199165368711wd,,0,1230519911107004
,BLUEFISH,199165368711wd,11502199111075999,,1,1,,2,1,59,59,Y,19,39,2,5,1150219911107006,99,8,7,0,0,0,1,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107005,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835250101,,1,1,8,1345,11572,911107,3,2,25,309.01061029,199165368711wd,,0,1150219911107006
,BLUEFISH,199165368711wd,11502199111075999,,1,1,,2,1,59,59,Y,19,39,1,5,1150219911107005,99,8,7,0,0,0,0,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107005,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835250101,,1,1,8,1339,11561,911107,3,2,48,309.01061029,199165368711wd,,0,1150219911107005
,STRIPED BASS,199165368711wd,11502199111075999,,1,1,,3,0,59,59,Y,19,39,2,4,1150219911107002,99,8,7,0,0,1,1,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107001,,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1009,11507,911107,3,2,35,309.01061029,199165368711wd,,0,1150219911107001
,WINTER FLOUNDER,199165368711wd,1230519911113103133,0,1,1,,2,1,103,103,Y,30,120,8,3,1230519911113005,133,8,7,1,0,0,0,,1,5,36,36,5,1,6,1991,1230519911113,11,wd,,,1230519911113005,1,0,6,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1615,11954,911113,3,2,56,309.01061029,199165368711wd,,0,1230519911113005
,STRIPED BASS,199165368711we,1230519911117103133,0,1,1,,2,1,103,103,Y,10,30,2,2,1230519911117004,133,8,7,1,0,0,1,,2,5,36,36,5,1,6,1991,1230519911117,11,we,,,1230519911117003,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1650,11954,911117,3,2,66,236.04167079,199165368711we,,0,1230519911117004
,STRIPED BASS,199165368711wd,11502199111075999,0,1,1,,1,2,59,59,Y,19,39,1,4,1150219911107001,99,8,7,0,2,0,0,,2,5,36,36,5,1,6,1991,1150219911107,11,wd,,,1150219911107001,1,1,0,8,1,,Nassau,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,2,1003,11507,911107,3,2,26,309.01061029,199165368711wd,,0,1150219911107001
,STRIPED BASS,199165368711wd,1230519911118103131,0,1,1,,1,1,103,103,Y,40,120,8,6,1230519911118003,131,8,7,1,1,0,0,,1,5,36,36,5,1,6,1991,1230519911118,11,wd,,,1230519911118003,1,1,0,8,1,,Suffolk,14OCT92:18:07,1,1,1,,,,8835020102,,1,1,8,1445,11954,911118,3,2,65,982.25817852,199165368711wd,,0,1230519911118003
,BLUEFISH,199165368711wd,115021991110459235,0,1,1,,1,1,59,59,Y,39,79,8,4,1150219911104001,235,8,7,0,5,0,0,,1,5,36,36,5,1,6,1991,1150219911104,11,wd,,,1150219911104001,1,5,0,8,1,,Nassau,14OCT92:18:06,1,1,1,,,,8835250101,,1,1,8,1307,11735,911104,3,2,59,309.01061029,199165368711wd,,0,1150219911104001
,STRIPED BASS,199165368712we,1118419911201103146,,1,1,,3,0,103,103,Y,3,30,2,6,1118419911201018,146,8,7,0,0,1,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201015,,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1535,11950,911201,3,2,42,236.04167079,199165368712we,,0,1118419911201015
,STRIPED BASS,199165368711wd,1230119911118103398,0,1,1,,1,2,103,103,Y,8,40,1,0.5,1230119911118001,398,8,7,0,2,0,0,,2,5,36,36,5,1,6,1991,1230119911118,11,wd,,,1230119911118001,1,2,0,8,1,,Suffolk,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,2,1345,11778,911118,3,2,44,309.01061029,199165368711wd,,0,1230119911118001
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,3,0,103,103,Y,5,24,2,6,1118419911201017,146,8,7,1,0,1,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201015,1,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1530,11950,911201,3,2,18,236.04167079,199165368712we,,0,1118419911201015
,STRIPED BASS,199165368711wd,1230519911118103131,0,1,1,,2,1,103,103,Y,40,255,8,8,1230519911118005,131,8,7,2,0,0,0,,1,5,36,36,5,1,6,1991,1230519911118,11,wd,,,1230519911118005,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1610,11954,911118,3,2,62,982.25817852,199165368711wd,,0,1230519911118005
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,2,1,103,103,Y,5,25,2,6,1118419911201016,146,8,7,1,0,0,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201015,1,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1525,11950,911201,3,2,22,236.04167079,199165368712we,,0,1118419911201016
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,1,3,103,103,Y,5,24,1,6,1118419911201015,146,8,7,1,4,0,0,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201015,1,3,0,8,1,,Suffolk,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,2,1520,11950,911201,3,2,49,236.04167079,199165368712we,,0,1118419911201015
WINTER FLOUNDER,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,3,0,103,59,Y,8,40,2,5,1118419911201014,146,8,7,1,0,1,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201011,1,,,8,1,,Nassau,14OCT92:18:06,1,8,1,,,,8835020102,8857042001,1,1,8,1510,11510,911201,3,2,29,236.04167079,199165368712we,,0,1118419911201011
WINTER FLOUNDER,STRIPED BASS,199165368712we,1118419911201103146,,1,1,,3,0,103,103,Y,16,48,2,5,1118419911201013,146,8,7,0,0,1,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201011,,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,8857042001,1,1,8,1500,11747,911201,3,2,28,236.04167079,199165368712we,,0,1118419911201011
,STRIPED BASS,199165368711wd,1230519911120103146,0,1,1,,2,1,103,103,Y,20,100,8,1,1230519911120003,146,8,7,1,0,0,0,,1,5,36,36,5,1,6,1991,1230519911120,11,wd,,,1230519911120003,1,0,1,8,9,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1605,11954,911120,3,2,23,309.01061029,199165368711wd,,0,1230519911120003
WINTER FLOUNDER,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,3,0,103,103,Y,0,1,2,5,1118419911201012,146,8,7,1,0,1,1,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201011,1,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,8857042001,1,1,8,1455,11706,911201,3,2,29,236.04167079,199165368712we,,0,1118419911201011
,STRIPED BASS,199165368711wd,1230519911120103133,,1,1,,2,1,103,103,Y,35,150,8,1,1230519911120004,133,8,7,0,0,0,0,,1,5,36,36,5,1,6,1991,1230519911120,11,wd,,,1230519911120004,,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1645,11954,911120,3,2,56,309.01061029,199165368711wd,,0,1230519911120004
WINTER FLOUNDER,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,1,4,103,59,Y,8,12,1,5,1118419911201011,146,8,7,0,2,0,0,,4,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201011,1,6,0,8,1,,Nassau,14OCT92:18:06,1,2,1,,,,8835020102,8857042001,1,1,2,1450,11590,911201,3,2,29,236.04167079,199165368712we,,0,1118419911201011
,WINTER FLOUNDER,199165368712we,1118419911201103146,,1,1,,2,1,103,103,Y,3,15,8,3,1118419911201010,146,8,7,0,0,0,0,,1,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201010,,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8857042001,,1,1,8,1445,11747,911201,3,2,48,236.04167079,199165368712we,,0,1118419911201010
,STRIPED BASS,199165368712we,1118419911201103146,,1,1,,3,0,103,103,Y,1,3,2,4,1118419911201009,146,8,7,0,0,1,1,,2,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201008,,,,8,1,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1435,11725,911201,3,2,57,236.04167079,199165368712we,,0,1118419911201008
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,1,2,103,81,Y,12,30,1,4,1118419911201008,146,8,7,0,5,0,0,,2,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201008,1,34,0,8,1,,Queens,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,2,1425,11356,911201,3,2,65,236.04167079,199165368712we,,0,1118419911201008
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,1,1,103,103,Y,8,25,2,9,1118419911201007,146,8,7,1,1,0,1,,3,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201005,1,1,0,8,1,,Suffolk,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,1,1415,11766,911201,3,2,49,236.04167079,199165368712we,,0,1118419911201007
,STRIPED BASS,199165368711we,1230519911123103169,,1,1,,2,1,103,61,Y,5,20,1,3,1230519911123001,169,8,7,0,0,0,0,,2,5,36,36,5,1,6,1991,1230519911123,11,we,,,1230519911123001,,,,8,1,,New York,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1430,10003,911123,3,2,60,750.31035791,199165368711we,,0,1230519911123001
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,2,1,103,103,Y,4,17,2,9,1118419911201006,146,8,7,1,0,0,1,,3,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201005,1,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1405,11766,911201,3,2,12,236.04167079,199165368712we,,0,1118419911201006
,STRIPED BASS,199165368712we,1118419911201103146,0,1,1,,1,1,103,103,Y,8,30,1,9,1118419911201005,146,8,7,1,2,0,0,,3,5,36,36,5,1,6,1991,1118419911201,12,we,,,1118419911201005,1,2,0,8,1,,Suffolk,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,1,1400,11776,911201,3,2,44,236.04167079,199165368712we,,0,1118419911201005
,TAUTOG,199165368711we,1230519911123103169,0,1,1,,2,1,103,103,Y,3,10,8,1,1230519911123004,169,8,7,1,0,0,0,,1,5,36,36,5,1,6,1991,1230519911123,11,we,,,1230519911123004,1,0,4,8,9,,Suffolk,14OCT92:18:07,1,8,1,,,,8839010101,,1,1,8,1500,11937,911123,3,2,49,750.31035791,199165368711we,,0,1230519911123004
,WINTER FLOUNDER,199165368712we,1118419911201103146,0,1,1,,1,1,103,3,O,24,80,8,3,1118419911201001,146,8,7,0,1,0,0,,1,5,36,34,5,1,6,1991,1118419911201,12,we,,,1118419911201001,1,1,0,8,1,,Bergen,14OCT92:18:06,1,1,1,,,,8857042001,,1,1,8,1310,07023,911201,3,2,56,274.86953723,199165368712we,,0,1118419911201001
,WINTER FLOUNDER,199165368711wd,123061991110559214,0,1,1,,1,2,59,59,Y,25,60,1,5,1230619911105001,214,8,7,0,5,0,0,,2,5,36,36,5,1,6,1991,1230619911105,11,wd,,,1230619911105001,1,5,0,8,9,,Nassau,14OCT92:18:07,1,2,1,,,,8857042001,,1,1,2,1410,11762,911105,3,2,70,309.01061029,199165368711wd,,0,1230619911105001
,STRIPED BASS,199165368712we,1021919911201103133,0,1,1,,1,1,103,103,Y,32,80,8,3,1021919911201011,133,8,7,1,1,0,0,,1,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201011,1,1,0,8,9,,Suffolk,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1630,11954,911201,3,2,99,236.04167079,199165368712we,,0,1021919911201011
,STRIPED BASS,199165368712we,1021919911201103133,0,1,1,,1,1,103,59,Y,18,39,8,3,1021919911201010,133,8,7,1,2,0,0,,1,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201010,1,1,0,8,1,,Nassau,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1610,11801,911201,3,2,72,236.04167079,199165368712we,,0,1021919911201010
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,1,1,103,103,Y,2,2,2,2.5,1021919911201009,372,8,7,0,1,0,1,,4,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201006,1,1,0,8,9,,Suffolk,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1520,11968,911201,3,2,27,750.31035791,199165368712we,,0,1021919911201009
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,2,1,103,103,Y,3,35,2,2.5,1021919911201008,372,8,7,1,0,0,1,,4,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201006,1,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1515,11946,911201,3,2,32,750.31035791,199165368712we,,0,1021919911201008
,STRIPED BASS,199165368711wd,1230519911119103133,0,1,1,,2,1,103,103,Y,20,50,8,6,1230519911119008,133,8,7,1,0,0,0,,1,5,36,36,5,1,6,1991,1230519911119,11,wd,,,1230519911119008,1,,,8,1,,Suffolk,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1620,11930,911119,3,2,43,309.01061029,199165368711wd,,0,1230519911119008
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,1,1,103,103,Y,3,30,2,2.5,1021919911201007,372,8,7,0,1,0,1,,4,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201006,1,1,0,8,1,,Suffolk,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1510,11946,911201,3,2,12,750.31035791,199165368712we,,0,1021919911201007
,,199165368711wd,123061991110559214,,1,1,,3,0,59,59,Y,25,60,2,5,1230619911105002,214,8,7,0,0,1,1,,2,5,36,36,5,2,6,1991,1230619911105,11,wd,,,1230619911105001,,,,8,9,,Nassau,14OCT92:18:07,1,8,1,,,,,,1,1,8,1422,11967,911105,3,2,38,309.01061029,199165368711wd,,0,1230619911105001
,WINTER FLOUNDER,199165368711wd,123061991110759214,,1,1,,2,1,59,59,Y,0,20,8,1,1230619911107002,214,8,7,0,0,0,0,,1,5,36,36,5,1,6,1991,1230619911107,11,wd,,,1230619911107002,,,,8,9,,Nassau,14OCT92:18:07,1,8,1,,,,8857042001,,1,1,8,1233,11758,911107,3,2,46,309.01061029,199165368711wd,,0,1230619911107002
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,2,1,103,103,Y,1,5,1,2.5,1021919911201006,372,8,7,1,0,0,0,,4,5,36,36,5,2,6,1991,1021919911201,12,we,,,1021919911201006,1,,,8,9,,Suffolk,14OCT92:18:06,1,8,1,,,,8835020102,,1,1,8,1505,11948,911201,3,2,34,750.31035791,199165368712we,,0,1021919911201006
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,1,2,103,103,Y,99,999,1,4,1021919911201004,372,8,7,1,2,0,0,,2,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201004,1,2,0,8,9,,Suffolk,14OCT92:18:06,1,2,1,,,,8835020102,,1,1,2,1405,11976,911201,3,2,37,750.31035791,199165368712we,,0,1021919911201004
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,1,1,103,103,Y,30,70,2,4,1021919911201003,372,8,7,1,2,0,1,,3,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201001,1,1,0,8,9,,Suffolk,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1340,11954,911201,3,2,99,750.31035791,199165368712we,,0,1021919911201003
,STRIPED BASS,199165368712we,1021919911201103372,0,1,1,,1,1,103,103,Y,26,48,2,4,1021919911201002,372,8,7,1,2,0,1,,3,5,36,36,5,1,6,1991,1021919911201,12,we,,,1021919911201001,1,1,0,8,9,,Suffolk,14OCT92:18:06,1,1,1,,,,8835020102,,1,1,8,1335,11954,911201,3,2,99,750.31035791,199165368712we,,0,1021919911201002
,,199165368711we,123061991112359214,,1,1,,3,0,59,59,Y,10,50,2,6,1230619911123002,214,8,7,0,0,1,1,,2,5,36,36,5,1,6,1991,1230619911123,11,we,,,1230619911123001,,,,8,1,,Nassau,14OCT92:18:07,1,8,1,,,,,,1,1,8,1427,11735,911123,3,2,35,236.04167079,199165368711we,,0,1230619911123001
,STRIPED BASS,199165368711wd,123061991110759214,,1,1,,2,1,59,59,Y,30,150,2,6,1230619911107004,214,8,7,0,0,0,1,,2,5,36,36,5,2,6,1991,1230619911107,11,wd,,,1230619911107003,,,,8,9,,Nassau,14OCT92:18:07,1,8,1,,,,8835020102,,1,1,8,1308,11735,911107,3,2,32,309.01061029,199165368711wd,,0,1230619911107004
