prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,STRIPED MOJARRA,199016128302wd,10629199002029993,1,3,5,,2,1,99,41,O,1,1,,4.5,1062919900202014,93,5,3,1,0,0,,,,5,12,42,6,1,1,1990,1062919900202,02,wd,,,1062919900202014,2,,,8,1,,,08AUG91:08:36,8,8,1,,,,8835390203,0,1,88,8,1440,17011,8,8,59,11979.13513,199016128302wd,,0,1062919900202014
,,199016128302wd,106291990022785333,,3,5,,2,1,85,67,O,1,3,,2,1062919900227017,333,1,3,0,0,0,,,,5,12,36,6,1,1,1990,1062919900227,02,wd,,,1062919900227017,,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1540,13205,8,8,70,11979.13513,199016128302wd,,0,1062919900227017
,,199016128302wd,106291990022785333,,3,5,,2,1,85,111,Y,2,6,,2,1062919900227004,333,3,3,0,0,0,,,,6,12,12,6,1,1,1990,1062919900227,02,wd,,,1062919900227004,,,,8,1,,St. Lucie,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1215,34952,8,8,73,16282.227235,199016128302wd,,0,1062919900227004
,,199016128302wd,106291990022785333,0,3,5,,2,1,85,111,Y,6,6,,2,1062919900227003,333,3,3,1,0,0,,,,6,12,12,6,1,1,1990,1062919900227,02,wd,,,1062919900227003,2,0,2,8,9,,St. Lucie,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1150,34983,8,8,75,16282.227235,199016128302wd,,0,1062919900227003
SHEEPSHEAD,BERMUDA CHUB,199016128302wd,106291990022785333,,3,5,,2,1,85,19,O,14,14,,1,1062919900227002,333,1,3,0,0,0,,,,,12,26,6,1,1,1990,1062919900227,02,wd,,,1062919900227002,,,,8,1,,,08AUG91:08:36,8,8,1,,,,8835510102,8835430301,1,88,8,1130,49635,8,8,69,11979.13513,199016128302wd,,0,1062919900227002
,,199016128302wd,10629199002139993,,3,5,,2,1,99,5,O,2,2,,5,1062919900213001,93,5,3,0,0,0,,,,4,12,33,6,1,1,1990,1062919900213,02,wd,,,1062919900213001,,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1130,03431,8,8,48,11979.13513,199016128302wd,,0,1062919900213001
,RED SNAPPER,199016128302we,106291990022499237,,3,5,,2,1,99,11,Y,0,0,,3,1062919900224015,237,2,3,0,0,0,,,,6,12,12,6,1,1,1990,1062919900224,02,we,,,1062919900224015,,,,8,1,,Broward,08AUG91:08:36,8,8,1,,,,8835360107,0,1,88,8,1450,33341,8,8,28,14053.122143,199016128302we,,0,1062919900224015
,,199016128302wd,106291990020799278,0,3,5,,2,1,99,81,O,10,20,,1,1062919900207001,278,3,3,1,0,0,,,,6,12,37,6,1,1,1990,1062919900207,02,wd,,,1062919900207001,2,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1040,27408,8,8,58,22972.442797,199016128302wd,,0,1062919900207001
,,199016128302wd,10629199002029993,0,3,5,,2,1,99,99,Y,4,6,,4,1062919900202008,93,5,3,1,0,0,,,,6,12,12,6,1,1,1990,1062919900202,02,wd,,,1062919900202008,2,,,8,9,,Palm Beach,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1325,33462,8,8,33,16282.227235,199016128302wd,,0,1062919900202008
,,199016128302we,106291990022499237,,3,5,,2,1,99,99,Y,1,2,,3,1062919900224013,237,2,3,0,0,0,,,,6,12,12,6,1,1,1990,1062919900224,02,we,,,1062919900224013,,,,8,1,,Palm Beach,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1410,33461,8,8,8,14053.122143,199016128302we,,0,1062919900224013
,,199016128302we,106291990022499237,,3,5,,2,1,99,99,Y,1,2,,3,1062919900224012,237,2,3,0,0,0,,,,6,12,12,6,1,1,1990,1062919900224,02,we,,,1062919900224012,,,,8,1,,Palm Beach,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1405,33461,8,8,44,14053.122143,199016128302we,,0,1062919900224012
,,199016128302we,112141990021786296,,H,5,,2,1,86,86,Y,4,18,,2.5,1121419900217011,296,1,3,0,0,0,,,,6,12,12,6,1,1,1990,1121419900217,02,we,,,1121419900217011,,,,8,1,,MIAMI-DADE,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1520,33161,8,8,28,26949.737277,199016128302we,,0,1121419900217011
,,199016128302wd,106291990021699237,,3,5,,2,1,99,59,O,0,0,,2,1062919900216020,237,3,3,0,0,0,,,,5,12,36,6,1,1,1990,1062919900216,02,wd,,,1062919900216020,,,,8,1,,Nassau,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1630,11561,8,8,27,11979.13513,199016128302wd,,0,1062919900216020
,,199016128502wd,106291990020911119,,1,1,,2,1,11,998,O,0,0,,3,1062919900209008,119,7,5,0,0,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209008,,,,8,1,,,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1330,99997,2,8,13,1170.035802,199016128502wd,,0,1062919900209008
,,199016128502wd,106291990020911119,0,1,1,,1,1,11,11,Y,12,102,,3,1062919900209010,119,7,5,0,1,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209010,1,1,0,8,1,,Broward,08AUG91:08:36,1,1,1,,,,0,0,1,1,8,1410,33304,2,8,63,997.30292414,199016128502wd,,0,1062919900209010
,,199016128502wd,106291990020911119,,1,1,,2,1,11,33,O,0,0,,3,1062919900209011,119,7,5,0,0,0,,,,5,12,36,6,1,1,1990,1062919900209,02,wd,,,1062919900209011,,,,8,1,,,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1420,12953,2,8,22,1170.035802,199016128502wd,,0,1062919900209011
,,199016128502wd,106291990020911119,0,1,1,,1,1,11,998,O,1,2,,3,1062919900209013,119,7,5,0,1,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209013,1,1,0,8,1,,,08AUG91:08:36,1,1,1,,,,0,0,1,1,8,1510,99997,2,8,38,1170.035802,199016128502wd,,0,1062919900209013
SAILFISH,DOLPHIN,199016128502wd,106291990020911119,,1,1,,2,1,11,103,O,0,0,,4,1062919900209006,119,7,5,0,0,0,,,,5,12,36,6,1,1,1990,1062919900209,02,wd,,,1062919900209006,,,,8,9,,Suffolk,21AUG91:15:40,1,8,1,,,,8835290101,8850060101,1,1,8,1300,11731,2,8,51,1170.035802,199016128502wd,,0,1062919900209006
,,199016128502wd,106291990020911119,0,1,1,,1,1,11,998,O,1,2,,3,1062919900209012,119,7,5,0,1,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209012,1,1,0,8,1,,,08AUG91:08:36,1,1,1,,,,0,0,1,1,8,1450,99997,2,8,29,1170.035802,199016128502wd,,0,1062919900209012
,,199016128502wd,106291990020911119,,1,1,,2,1,11,998,O,0,0,,3,1062919900209009,119,7,5,0,0,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209009,,,,8,1,,,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1350,99997,2,8,44,1170.035802,199016128502wd,,0,1062919900209009
SAILFISH,DOLPHIN,199016128502wd,106291990020911119,0,1,1,,1,1,11,11,Y,0,0,,4,1062919900209005,119,7,5,0,1,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209005,1,1,0,8,9,,Broward,08AUG91:08:36,1,1,1,,,,8835290101,8850060101,1,1,8,1255,33322,2,8,29,997.30292414,199016128502wd,,0,1062919900209005
,,199016128502wd,106291990020911119,0,1,1,,1,1,11,998,O,0,0,,3,1062919900209007,119,7,5,0,1,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209007,1,1,0,8,1,,,08AUG91:08:36,1,1,1,,,,0,0,1,1,8,1325,99997,2,8,31,1170.035802,199016128502wd,,0,1062919900209007
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,99,Y,1,6,,3,1062919900225017,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225017,,,,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1620,33470,2,8,59,426.63797333,199016128502we,,0,1062919900225017
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,99,Y,0,0,,3,1062919900225018,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225018,,,,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1635,33414,2,8,52,426.63797333,199016128502we,,0,1062919900225018
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,93,Y,1,6,,3,1062919900225019,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225019,,,,8,1,,Okeechobee,21AUG91:15:40,2,8,1,,,,8850060101,0,1,1,8,1645,99998,2,8,49,426.63797333,199016128502we,,0,1062919900225019
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211004,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211004,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1631,32952,2,8,37,1468.2352503,199016128502we,,0,1158719900211001
,,199016128502we,115871990021185294,0,1,2,,2,1,85,95,Y,0,999,,6,1158719900211010,294,7,5,1,0,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211010,1,0,2,8,9,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1656,99999,2,8,99,1468.2352503,199016128502we,,0,1158719900211010
,,199016128502we,112141990022586132,0,1,2,,2,1,86,998,O,0,1,,1,1121419900225005,132,7,5,2,0,0,,,,,12,99,6,1,1,1990,1121419900225,02,we,,,1121419900225005,1,0,3,8,1,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1223,99998,2,8,61,1722.5336124,199016128502we,,0,1121419900225005
,SAILFISH,199016128502we,10629199002048583,0,1,2,,1,1,85,25,O,1,2,,8,1062919900204022,83,7,5,0,1,0,,,,5,12,34,6,1,1,1990,1062919900204,02,we,,,1062919900204022,1,1,0,8,1,,Monmouth,08AUG91:08:36,2,1,1,,,,8850060101,0,1,1,8,1615,07701,2,8,28,1722.5336124,199016128502we,,0,1062919900204022
,SAILFISH,199016128502we,10629199002048583,0,1,2,,2,1,85,25,O,1,2,,8,1062919900204021,83,7,5,1,0,0,,,,5,12,34,6,1,1,1990,1062919900204,02,we,,,1062919900204021,1,0,1,8,1,,Monmouth,21AUG91:15:40,2,8,1,,,,8850060101,0,1,1,8,1610,07701,2,8,31,1722.5336124,199016128502we,,0,1062919900204021
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,17,O,0,0,,3.5,1062919900209001,119,7,5,0,1,0,,,,4,12,33,6,1,1,1990,1062919900209,02,wd,,,1062919900209001,1,1,0,8,1,,Strafford,21AUG91:15:40,2,1,1,,,,8835290101,0,1,1,8,1155,03884,2,8,38,1501.8989545,199016128502wd,,0,1062919900209001
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,998,O,0,0,,4,1062919900209003,119,7,5,0,2,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209003,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1220,99997,2,8,39,1501.8989545,199016128502wd,,0,1062919900209003
,,199016128502we,112141990020486132,0,1,2,,1,2,86,998,O,0,1,,4,1121419900204001,132,7,5,0,4,0,,,,,12,99,6,1,1,1990,1121419900204,02,we,,,1121419900204001,1,4,0,8,1,,,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1145,99997,2,8,54,1722.5336124,199016128502we,,0,1121419900204001
,,199016128502we,112141990022586132,,1,2,,2,1,86,998,O,0,1,,4,1121419900225006,132,7,5,0,0,0,,,,,12,99,6,1,1,1990,1121419900225,02,we,,,1121419900225006,,,,8,9,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1230,99998,2,8,54,1722.5336124,199016128502we,,0,1121419900225006
,,199016128502we,115871990021185294,0,1,2,,1,6,85,9,Y,0,1,,6,1158719900211001,294,7,5,3,13,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211001,1,0,44,8,1,,Brevard,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1625,32952,2,8,36,1468.2352503,199016128502we,,0,1158719900211001
,,199016128502we,115871990021185294,0,1,2,,3,0,85,95,Y,0,999,,6,1158719900211009,294,7,5,1,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211009,1,0,2,8,9,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1654,99999,2,8,99,1468.2352503,199016128502we,,0,1158719900211007
SAILFISH,KING MACKEREL,199016128502we,115871990021899920,,1,2,,2,1,99,11,Y,3,4,,7,1158719900218001,920,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1158719900218,02,we,,,1158719900218001,,,,8,1,,Broward,08AUG91:08:36,2,8,1,,,,8850030501,8850060101,1,1,8,1800,33304,2,8,36,1468.2352503,199016128502we,,0,1158719900218001
,,199016128502we,115871990021185294,0,1,2,,1,4,85,95,Y,8,30,,6,1158719900211007,294,7,5,3,2,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211007,1,0,36,8,1,,Orange,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1650,32751,2,8,57,1468.2352503,199016128502we,,0,1158719900211007
SAILFISH,KING MACKEREL,199016128502we,115871990021899920,0,1,2,,2,1,99,31,O,4,10,,7,1158719900218002,920,7,5,1,0,0,,,,,12,17,6,1,1,1990,1158719900218,02,we,,,1158719900218002,1,,,8,1,,,08AUG91:08:36,2,8,1,,,,8850030501,8850060101,1,1,8,1810,60611,2,8,60,1722.5336124,199016128502we,,0,1158719900218002
,,199016128502we,115871990021185294,0,1,2,,3,0,85,95,Y,1,999,,6,1158719900211008,294,7,5,2,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211008,1,,,8,1,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1652,32789,2,8,30,1468.2352503,199016128502we,,0,1158719900211007
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211005,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211005,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1633,32952,2,8,12,1468.2352503,199016128502we,,0,1158719900211001
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,0,,6,1158719900211003,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211003,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1629,32953,2,8,9,1468.2352503,199016128502we,,0,1158719900211001
,,199016128502we,115871990021185294,0,1,2,,3,0,85,9,Y,0,0,,6,1158719900211002,294,7,5,1,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211002,1,0,1,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1627,32959,2,8,34,1468.2352503,199016128502we,,0,1158719900211001
,,199016128502we,112141990020486132,,1,2,,3,0,86,998,O,0,1,,4,1121419900204002,132,7,5,0,0,1,,,,,12,99,6,1,1,1990,1121419900204,02,we,,,1121419900204002,,,,8,1,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1155,99997,2,8,47,1722.5336124,199016128502we,,0,1121419900204001
,SAILFISH,199016128502we,1062919900225998,0,1,2,,2,1,99,99,Y,2,5,,3,1062919900225016,8,7,5,1,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225016,1,0,1,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1615,33407,2,8,48,426.63797333,199016128502we,,0,1062919900225016
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211006,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211006,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1635,32952,2,8,33,1468.2352503,199016128502we,,0,1158719900211001
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,998,O,0,0,,4,1062919900209004,119,7,5,0,1,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209004,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1230,99997,2,8,41,1501.8989545,199016128502wd,,0,1062919900209004
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,49,O,0,0,,3.5,1062919900209002,119,7,5,0,1,0,,,,,12,26,6,1,1,1990,1062919900209,02,wd,,,1062919900209002,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1205,48430,2,8,71,1501.8989545,199016128502wd,,0,1062919900209002
,GAG,199016128702we,106291990022599278,,1,1,,2,1,99,99,Y,6,40,,4,1062919900225013,278,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225013,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835020501,0,1,1,8,1450,33478,2,8,42,1943.1003546,199016128702we,,0,1062919900225013
,,199016128702wd,115871990021999286,0,1,1,,2,1,99,99,Y,1,10,,4,1158719900219002,286,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1158719900219,02,wd,,,1158719900219002,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1525,33418,2,8,10,1938.2768748,199016128702wd,,0,1158719900219002
,,199016128702wd,115871990021999286,0,1,1,,2,1,99,99,Y,2,12,,4,1158719900219001,286,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1158719900219,02,wd,,,1158719900219001,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1520,33418,2,8,41,1938.2768748,199016128702wd,,0,1158719900219001
,COBIA,199016128702we,11291199002249146,0,1,1,,2,1,9,9,Y,60,200,,4.5,1129119900224014,146,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1129119900224,02,we,,,1129119900224014,1,0,12,8,1,,Brevard,08AUG91:08:36,1,8,1,,,,8835260101,0,1,1,8,1710,32926,2,8,25,1943.1003546,199016128702we,,0,1129119900224014
,GROUPER GENUS (MYCTEROPERCA),199016128701we,1129119900127111288,0,1,1,,1,1,111,111,Y,8,50,,2,1129119900127001,288,8,7,2,1,0,,,,6,12,12,6,1,1,1990,1129119900127,01,we,,,1129119900127001,1,,,8,1,,St. Lucie,08AUG91:08:36,1,1,1,,,,8835020500,0,1,1,8,1030,34947,2,,30,3588.3127128,199016128701we,,0,1129119900127001
,COBIA,199016128702we,11291199002249146,,1,1,,2,1,9,9,Y,6,6,,3,1129119900224013,146,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1129119900224,02,we,,,1129119900224013,,,,8,1,,Brevard,08AUG91:08:36,1,8,1,,,,8835260101,0,1,1,8,1655,32927,2,8,37,1943.1003546,199016128702we,,0,1129119900224013
,,199016128702we,11291199002249146,0,1,1,,3,0,9,95,Y,10,100,,7,1129119900224008,146,8,7,1,0,1,,,,6,12,12,6,1,1,1990,1129119900224,02,we,,,1129119900224008,1,,,8,1,,Orange,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1540,32806,2,8,60,1943.1003546,199016128702we,,0,1129119900224007
,,199016128702we,11291199002109146,0,1,1,,2,1,9,95,Y,1,20,,3,1129119900210018,146,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1129119900210,02,we,,,1129119900210018,1,0,3,8,1,,Orange,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1515,32818,2,8,32,1943.1003546,199016128702we,,0,1129119900210018
,,199016128702we,11291199002109146,,1,1,,2,1,9,95,Y,2,20,,7.5,1129119900210015,146,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1129119900210,02,we,,,1129119900210015,,,,8,1,,Orange,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1435,32826,2,8,37,1943.1003546,199016128702we,,0,1129119900210015
,,199016128702we,11291199002109146,0,1,1,,2,1,9,95,Y,0,15,,7.5,1129119900210014,146,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1129119900210,02,we,,,1129119900210014,1,,,8,1,,Orange,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1430,32826,2,8,8,1943.1003546,199016128702we,,0,1129119900210014
,COBIA,199016128701we,11291199001289146,,1,1,,2,1,9,9,Y,7,120,,1,1129119900128001,146,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1129119900128,01,we,,,1129119900128001,,,,8,1,,Brevard,08AUG91:08:36,1,8,1,,,,8835260101,0,1,1,8,1050,32926,2,,18,1943.1003546,199016128701we,,0,1129119900128001
,COBIA,199016128701we,11291199001289146,,1,1,,2,1,9,9,Y,7,120,,1,1129119900128002,146,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1129119900128,01,we,,,1129119900128002,,,,8,1,,Brevard,08AUG91:08:36,1,8,1,,,,8835260101,0,1,1,8,1055,32926,2,,40,1943.1003546,199016128701we,,0,1129119900128002
RED DRUM,SEATROUT GENUS,199016128701we,112911990012711163,0,1,1,,1,1,111,111,Y,1,6,,4,1129119900127006,63,8,7,2,1,0,,,,6,12,12,6,1,1,1990,1129119900127,01,we,,,1129119900127006,1,,,8,1,,St. Lucie,08AUG91:08:36,1,1,1,,,,8835440100,8835440901,1,1,8,1510,34951,2,,23,3588.3127128,199016128701we,,0,1129119900127006
RED DRUM,SPOTTED SEATROUT,199016128701we,112911990012711163,0,1,1,,2,1,111,111,Y,1,30,,4,1129119900127005,63,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1129119900127,01,we,,,1129119900127005,1,,,8,1,,St. Lucie,08AUG91:08:36,1,8,1,,,,8835440102,8835440901,1,1,8,1500,34951,2,,24,3588.3127128,199016128701we,,0,1129119900127005
,,199016128702we,11291199002109146,0,1,1,,2,1,9,95,Y,1,26,,3,1129119900210019,146,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1129119900210,02,we,,,1129119900210019,1,0,1,8,1,,Orange,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1525,32818,2,8,12,1943.1003546,199016128702we,,0,1129119900210019
,,199016128701we,1129119900127111288,0,1,1,,2,1,111,31,Y,2,4,,5,1129119900127003,288,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1129119900127,01,we,,,1129119900127003,1,,,8,1,,Duval,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1335,32202,2,,13,3588.3127128,199016128701we,,0,1129119900127003
,WHITE GRUNT,199016128702we,112141990021786296,,1,1,,2,1,86,86,Y,3,24,,3,1121419900217002,296,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1121419900217,02,we,,,1121419900217002,,,,8,1,,MIAMI-DADE,08AUG91:08:36,1,8,1,,,,8835400102,0,1,1,8,1030,33010,2,8,18,1943.1003546,199016128702we,,0,1121419900217002
,YELLOWTAIL SNAPPER,199016128702we,112141990021786296,0,1,1,,2,1,86,86,Y,3,24,,3,1121419900217001,296,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1121419900217,02,we,,,1121419900217001,1,0,2,8,1,,MIAMI-DADE,08AUG91:08:36,1,8,1,,,,8835360401,0,1,1,8,1025,33010,2,8,38,1943.1003546,199016128702we,,0,1121419900217001
,DOLPHIN,199016128702wd,106291990021211236,,1,1,,2,1,11,163,O,0,0,,4,1062919900212003,236,8,7,0,0,0,,,,,12,26,6,1,1,1990,1062919900212,02,wd,,,1062919900212003,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1115,48111,2,8,46,1508.8044694,199016128702wd,,0,1062919900212003
COBIA,DOLPHIN,199016128702we,106291990022599278,,1,1,,2,1,99,99,Y,8,52,,3,1062919900225011,278,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225011,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,8835260101,1,1,8,1350,33458,2,8,25,1943.1003546,199016128702we,,0,1062919900225011
KING MACKEREL,DOLPHIN,199016128702we,106291990022599278,,1,1,,2,1,99,99,Y,8,45,,2.5,1062919900225010,278,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225010,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,8850030501,1,1,8,1335,33410,2,8,24,1943.1003546,199016128702we,,0,1062919900225010
,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,23,O,0,0,,2,1062919900218011,214,8,7,0,0,0,,,,5,12,34,6,1,1,1990,1062919900218,02,we,,,1062919900218011,,,,8,1,,Middelsex,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1430,08846,2,8,31,1512.5591899,199016128702we,,0,1062919900218011
WAHOO,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,91,O,6,6,,4,1062919900218009,214,8,7,0,0,0,,,,5,12,36,6,1,1,1990,1062919900218,02,we,,,1062919900218009,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,8850030601,1,1,8,1405,12866,2,8,60,1512.5591899,199016128702we,,0,1062919900218009
,SAILFISH,199016128702wd,106291990020911236,,1,1,,2,1,11,11,Y,16,100,,4,1062919900209015,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209015,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1550,33312,2,8,52,1938.2768748,199016128702wd,,0,1062919900209015
WAHOO,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,63,O,12,12,,4,1062919900218008,214,8,7,0,0,0,,,,,12,6,6,1,1,1990,1062919900218,02,we,,,1062919900218008,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,8850030601,1,1,8,1345,95951,2,8,42,1512.5591899,199016128702we,,0,1062919900218008
,GAG,199016128702we,106291990022599278,,1,1,,2,1,99,99,Y,6,40,,4,1062919900225012,278,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225012,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835020501,0,1,1,8,1425,33478,2,8,39,1943.1003546,199016128702we,,0,1062919900225012
SAILFISH,KING MACKEREL,199016128702we,106291990021899214,0,1,1,,2,1,99,99,Y,4,40,,5,1062919900218003,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900218,02,we,,,1062919900218003,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030501,8850060101,1,1,8,1205,33463,2,8,36,1943.1003546,199016128702we,,0,1062919900218003
